row_id,surface_au_composition,subsurface_au_composition,plane_rms_A,plane_max_abs_A,au_au_avg_bond_strain_surface,au_cu_avg_bond_strain_surface,cu_cu_avg_bond_strain_surface,au3_avg_trimer_strain,au2cu_avg_trimer_strain,aucu2_avg_trimer_strain,cu3_avg_trimer_strain,all_trimers_avg_strain
105,2.7777777777777777,0.0,0.03316813201181869,0.0839298596436957,nan,-5.421874257923542,-0.05458840571320445,nan,nan,-6.181253555773279,-0.21329538260246012,-0.7106252303666951
106,2.7777777777777777,0.0,0.033783248011020894,0.13149642832592795,nan,-5.150493211309088,-0.07240473005890022,nan,nan,-5.639332424581504,-0.2671526659975181,-0.7148343125461836
107,0.0,0.0,0.02217404475719651,0.1271352920987176,nan,nan,0.012266565543548354,nan,nan,nan,0.022592784164291706,0.022592784164291706
108,5.555555555555555,0.0,0.05658179047253953,0.21375331309323614,-5.537338312644603,-4.07344497000543,-0.34422061638363854,nan,-5.869368653019073,-4.254697915295857,-0.9864376717821387,-1.4852146705402447
109,5.555555555555555,0.0,0.057999976730539374,0.22230018912760535,-6.497361124912939,-4.5796463046351175,-0.27821990698442506,nan,-7.659590748431194,-5.080115516113753,-0.8009394897006371,-1.466921583155721
110,5.555555555555555,0.0,0.05614194058316161,0.22500974996294854,-6.534181702120041,-4.666120019823447,-0.26699232401985584,nan,-8.226140430417804,-5.013157344067407,-0.7885054826591434,-1.464512215808913
111,5.555555555555555,0.0,0.056499929646137426,0.2185312122373843,-6.59926566696278,-4.7300808028812,-0.26127733567111616,nan,-8.208300149951633,-5.207669806919556,-0.7617633823142941,-1.462601228593694
112,5.555555555555555,0.0,0.056174755770704216,0.2178852182381643,-6.586334168518642,-4.642627982678134,-0.270527897326818,nan,-7.87452769268514,-5.168877060907117,-0.780269031043985,-1.4649548860743649
113,5.555555555555555,0.0,0.0576315126534768,0.21773944986389332,-6.464338298143592,-4.539678839491254,-0.28285658426752963,nan,-7.6118541313120245,-4.985469313055653,-0.8161148425217581,-1.468146986158587
114,5.555555555555555,0.0,0.046913924111559265,0.18284925122835405,nan,-4.300844675490439,-0.2949296200098932,nan,nan,-3.9650672933253754,-0.9809824435522433,-1.478329918514432
115,5.555555555555555,0.0,0.05498107360222316,0.2084624918632734,nan,-4.7860435013585,-0.23125837471570287,nan,nan,-4.92983609728748,-0.7700743171589173,-1.4633679471803445
116,5.555555555555555,0.0,0.05198320760222622,0.12455106864564963,nan,-5.790766759273189,-0.08886689057130619,nan,nan,-6.915717906266376,-0.3358715828280327,-1.432512636734423
117,5.555555555555555,0.0,0.05281512900813921,0.13354887867601417,nan,-5.789931712735446,-0.09008648199602377,nan,nan,-6.908423100492914,-0.33713504863112514,-1.4323497239414236
118,5.555555555555555,0.0,0.05069007874326686,0.11611147048878845,nan,-5.647779404932179,-0.10837866567306875,nan,nan,-6.645027288253073,-0.39474217056796224,-1.436456356848814
119,5.555555555555555,0.0,0.05227895735125813,0.2064167119746587,nan,-4.548331355746222,-0.2623174534310806,nan,nan,-4.457017492053893,-0.8733874196928152,-1.4706590984196615
120,5.555555555555555,0.0,0.05198320760222622,0.12455106864564963,nan,-5.790766759273189,-0.08886689057130619,nan,nan,-6.915717906266376,-0.3358715828280327,-1.432512636734423
121,5.555555555555555,0.0,0.04638110888566438,0.13241569622397725,nan,-5.834036303549408,-0.0836239149515778,nan,nan,-7.0161613014248525,-0.31362127872238044,-1.430711282506126
122,5.555555555555555,0.0,0.05185462531993033,0.20321147790365873,nan,-4.491048925707705,-0.2696625281852973,nan,nan,-4.3566646427753275,-0.8953239050555691,-1.4722140280088623
123,5.555555555555555,0.0,0.05367932885732365,0.20179989558940178,nan,-4.768754220547091,-0.23343822972845127,nan,nan,-4.889723549972334,-0.7787542691108008,-1.4639158159210561
124,5.555555555555555,0.0,0.05194506296916735,0.2025127775696359,nan,-4.7732758740535255,-0.232874510272263,nan,nan,-4.915816716448596,-0.7730152622759826,-1.4634821713047514
125,5.555555555555555,0.0,0.044532416425393455,0.09508086398367831,nan,-5.495128591712512,-0.12577531664229522,nan,nan,-6.327220803325537,-0.4643486552524543,-1.4414940132646348
126,5.555555555555555,0.0,0.05304610055211226,0.19833967380876819,nan,-4.582446149208082,-0.2577662498427341,nan,nan,-4.5059220825302395,-0.8628208857552865,-1.470004418551112
127,5.555555555555555,0.0,0.052494417227366544,0.2143852409357768,nan,-4.785642971578313,-0.23153689173590078,nan,nan,-4.912606455981004,-0.7741808553619095,-1.463918455465092
128,5.555555555555555,0.0,0.04345987629616786,0.11830590887081613,nan,-5.601449993737764,-0.11407181570405649,nan,nan,-6.533723105853586,-0.4194438218439512,-1.4384903691788902
129,5.555555555555555,0.0,0.05117305966514053,0.11124182640376346,nan,-5.647439462003148,-0.10833396944900169,nan,nan,-6.621245147773732,-0.4000350600166687,-1.4369034079761793
130,5.555555555555555,0.0,0.045314647233341485,0.12988383379065185,nan,-5.676188527416244,-0.1041703475440822,nan,nan,-6.682246608167645,-0.3869157779074094,-1.4361375829507823
131,5.555555555555555,0.0,0.05341880460513996,0.2037737094968849,nan,-4.774545900802236,-0.23267015034138594,nan,nan,-4.898146518440072,-0.7770428963915297,-1.4638935000662867
132,5.555555555555555,0.0,0.05621877418238836,0.21661875317808918,nan,-4.917381376113635,-0.21425276745877112,nan,nan,-5.174565476434352,-0.7166032697484989,-1.4595969708628076
133,5.555555555555555,0.0,0.05141316715337488,0.20644555911290874,nan,-4.834399340221943,-0.22518263713275052,nan,nan,-5.009902488853747,-0.7528469135970267,-1.4623561761398134
134,5.555555555555555,0.0,0.05202720730952312,0.21144236170855576,nan,-4.536717610989505,-0.2636557366177761,nan,nan,-4.414926347404196,-0.882781179107127,-1.4714720404899722
135,8.333333333333334,0.0,0.047242830627392284,0.14449533445890572,-7.082764988487516,-5.840395660557009,-0.18845647743491759,nan,-10.325683678416596,-7.111785150321086,-0.6268553395377544,-2.1572258121589254
136,11.11111111111111,0.0,0.0549608887169133,0.13665757382821445,-7.064033004260371,-5.999207529644139,-0.3219592895160215,-13.630792418951192,-11.435225029195253,-7.041117919453082,-1.0140983570423043,-2.879172905855213
137,11.11111111111111,0.0,0.05787930624408999,0.12140406879562658,nan,-5.902792869879069,-0.19832685586790352,nan,nan,-7.134743375471882,-0.7534804453849971,-2.8805680887472924
138,13.88888888888889,0.0,0.06798189482771579,0.12960078239658296,nan,-6.032378572174102,-0.2198200576693624,nan,nan,-7.393484417559888,-0.883219444678014,-3.595829850045461
139,13.88888888888889,0.0,0.06701154233462246,0.15027670279678276,nan,-5.956524995043337,-0.25149316342565736,nan,nan,-7.241165025166192,-1.0021940477501805,-3.6017652883401863
140,16.666666666666668,0.0,0.06921459256537792,0.14007602805335687,nan,-6.112280075624667,-0.25067074992188165,nan,nan,-7.545972397194977,-1.0788660638014618,-4.31241923049822
141,19.444444444444443,0.0,0.07036494075574974,0.16904246837117462,-7.214597558878829,-6.2773463546083725,-0.42164772272443496,-13.910280867028067,-11.412619109337902,-7.8309617903142135,-1.5743329031631763,-5.023215678973917
142,19.444444444444443,0.0,0.07396004454522635,0.16159891845849872,nan,-6.231864895061783,-0.24501220924725847,nan,nan,-7.777962244480811,-1.1641502555173397,-5.022207249079365
143,22.22222222222222,0.0,0.0738865900843202,0.1611370171596539,-7.506192160906734,-6.3285607446653644,-0.5135123153750774,-13.562445191227441,-11.627000402231008,-8.022842034470447,-1.945677225493569,-5.7335126722103995
144,22.22222222222222,0.0,0.08649216485621262,0.19142004383890152,-8.413343882238793,-6.21161574841916,-0.4337558112601409,nan,-11.029174389556207,-7.978387812071228,-1.7765015372751538,-5.736031292844142
145,25.0,0.0,0.07882781075024067,0.15962875085353687,-8.363760289585164,-6.31175930186416,-0.6571262063711091,-14.493993595195272,-12.016001705250263,-8.233794765792915,-2.3637864956894274,-6.429208952619545
146,25.0,0.0,0.08630274979625059,0.18900922791483277,-8.73154139672228,-6.327987692642509,-0.4563612792300269,nan,-11.581516126821294,-8.284987099922418,-1.9019678954286778,-6.432024783999411
148,27.77777777777778,0.0,0.08993814129855701,0.2073911376070204,-8.756094627986261,-6.354824372331337,-0.7289477118371958,-14.868365152247701,-12.351319190553369,-8.430448488514275,-2.6865334231965936,-7.124470957309018
149,27.77777777777778,0.0,0.0902581474738419,0.18621123671498763,-9.164974297108955,-6.500740723030333,-0.3845293409354459,nan,-12.097944535010216,-8.720504382727626,-1.5867139913666335,-7.114167068714305
151,30.555555555555557,0.0,0.09028390586459999,0.17200275967341605,-9.057153433050235,-6.605958376341712,-0.3218393702574394,nan,-12.31121909678871,-8.809242092512102,-1.7056694638359198,-7.817100415189135
153,33.333333333333336,0.0,0.1129870925311785,0.2829618054886488,-8.671937614302745,-6.569131851351309,-0.9402936104739917,-14.682561643464096,-12.500939873246667,-9.033932497095252,-3.659377280301257,-8.52134038121422
154,33.333333333333336,0.0,0.0959246449189817,0.1918154304682446,-9.169327255284541,-6.789138445344019,-0.24176160311579886,nan,-12.688982681788053,-9.26084101195596,-1.2048526761413314,-8.489533234292205
155,36.111111111111114,0.0,0.09842891246387538,0.1738623492301767,-9.39326037373846,-6.853211405206732,-0.38016356419006514,-15.450492435222367,-13.078541620893564,-9.635103239981989,-1.3344697877783853,-9.165103197408023
156,38.888888888888886,0.0,0.14996280423601488,0.2088207772431796,-7.4826563240720425,-8.274139356990364,-2.148197820902185,-14.317611567283066,-14.504668879267445,-10.60656359595782,-5.770065494916822,-9.95743689238935
157,38.888888888888886,0.0,0.1620358296009637,0.2304588737841585,-7.429342798410337,-8.344343323661509,-2.148025821101504,-14.225934023586527,-14.516954963837469,-10.735791709876231,-5.753325428058668,-9.960512836326929
158,38.888888888888886,0.0,0.16774672067524488,0.39001137871726405,-8.37082097534431,-8.271868803821217,-1.6070810841362955,-15.952084773417884,-15.298191241080474,-10.609597444655046,-4.314552024139065,-9.825074842001994
159,38.888888888888886,0.0,0.16291928037879358,0.22414818657279922,-7.366098282076512,-8.177122852815915,-2.2696737429482448,-14.107631786729678,-14.32544670732132,-10.40175986984125,-6.106685720104674,-9.980629238631783
160,38.888888888888886,0.0,0.16947851000748218,0.42691712490985734,-8.437693470117502,-8.13114008882378,-1.6396009619611904,-16.106629919719268,-15.042802258290441,-10.463420950008175,-4.394235615663283,-9.824665346783917
161,38.888888888888886,0.0,0.16970255255669542,0.39321677491379553,-8.391010419865907,-8.257259669445439,-1.602974294243535,-15.996692805108214,-15.272546795360707,-10.601169725615597,-4.2988997943542895,-9.823031420497454
162,38.888888888888886,0.0,0.1606981869936664,0.23109509670268805,-7.574673270493736,-8.16890150563661,-2.151581918852944,-14.479598949908175,-14.539232501921386,-10.369172061341807,-5.781822767443825,-9.950379780868449
163,38.888888888888886,0.0,0.15037319049123285,0.2078835591870483,-7.41213296978366,-8.200620347532372,-2.2340487882337547,-14.188687226673778,-14.289796812909767,-10.56417613180529,-5.969831671857865,-9.972760166951373
164,38.888888888888886,0.0,0.16749080406495936,0.23875178742601366,-7.411913153175848,-8.284191594675384,-2.1897429522001963,-14.173797879869287,-14.474532278053383,-10.65482719423703,-5.8536393467416294,-9.966840338451163
165,38.888888888888886,0.0,0.173230082450905,0.252256844680379,-7.340121889793976,-8.205896429158951,-2.27329248409703,-14.072528978481625,-14.222049714531574,-10.536993102080524,-6.0933467825013645,-9.982961859852097
166,38.888888888888886,0.0,0.1350946372537459,0.27774746958739877,-8.764891272765535,-6.545935477151082,-1.8991842788904165,-15.549089291434159,-12.599025069679067,-10.100984335537872,-5.363028112100696,-9.907962501479206
167,38.888888888888886,0.0,0.13162919707807424,0.24885275482229677,-8.770982325230564,-6.581973832170735,-1.8576526645315417,-15.289853608517323,-12.846691669988195,-10.095907885156997,-5.209827812533084,-9.901669419187733
168,38.888888888888886,0.0,0.1379472193108017,0.22639620033757077,-8.428458418028034,-6.480627521689578,-2.1312266762420276,-14.695006720794424,-12.398760427261289,-9.916667887413059,-6.184397270241686,-9.94764631977677
169,38.888888888888886,0.0,0.1292496596442598,0.2366063903107902,-8.86612268523681,-6.663191868269169,-1.7229948160081359,-15.510288710734986,-13.102883850354653,-10.058000661363646,-4.886014132993784,-9.883098992483944
170,38.888888888888886,0.0,0.13497818762122746,0.2447767404052202,-8.908424839610985,-6.723191926854847,-1.6344558523157138,-15.51275688582345,-13.363339128493166,-9.96533089657881,-4.723185435011991,-9.87240150266467
171,38.888888888888886,0.0,0.13926963927745084,0.22844066032918453,-8.302921990279874,-6.409844748680254,-2.272051518331692,-14.582438229896823,-12.094015483417156,-9.892240451337951,-6.595586334281287,-9.967731751354995
172,38.888888888888886,0.0,0.13677760480934395,0.23762406817479229,-8.4872895910357,-6.493910120738312,-2.0965451529266517,-14.642134536904734,-12.586708887305521,-9.874170055066836,-6.061404932065186,-9.941474521766358
173,38.888888888888886,0.0,0.13361553342390745,0.21396643339280963,-8.45513240371982,-6.41147842503223,-2.2016705255588964,-14.591238127095767,-12.556943014827025,-9.601593093292866,-6.470362640147657,-9.953305929816755
174,38.888888888888886,0.0,0.13738296455846194,0.2195691216691297,-8.440807636171266,-6.479958773238701,-2.1293170768325305,-14.670535818821339,-12.535787262261463,-9.782344556352625,-6.224351673320794,-9.946440385600965
175,38.888888888888886,0.0,0.12580123899453688,0.22754925082192579,-8.769447572120114,-6.652713565094221,-1.7815599315734105,-15.343209223525585,-12.992443919537624,-10.069579319800193,-5.062697664745061,-9.893264347090902
176,38.888888888888886,0.0,0.13872289774024552,0.28031302892598603,-8.82985125910052,-6.599542439761193,-1.811263694859453,-15.524923872207932,-12.893371065116376,-10.033607634283605,-5.139734056020463,-9.894765602447034
177,38.888888888888886,0.0,0.13872289774024552,0.28031302892598603,-8.82985125910052,-6.599542439761193,-1.811263694859453,-15.524923872207932,-12.893371065116376,-10.033607634283605,-5.139734056020463,-9.894765602447034
178,33.333333333333336,0.0,0.11250003533484067,0.39680611128157134,-8.742173013713337,-6.741155416917713,-0.6398582250828192,-15.254071927174149,-12.69070645193604,-9.219994293144756,-2.624753456251747,-8.500450512356785
179,33.333333333333336,0.0,0.10593226305938228,0.3332451884524759,-8.659284261506262,-6.739744281326889,-0.6630833900447985,-15.116505946050276,-12.520779556503603,-9.274029102480196,-2.656379897797395,-8.506856489431533
180,33.333333333333336,0.0,0.09567990330135351,0.18426796729701164,-8.676893769625966,-6.782137449495446,-0.6080179510818038,-15.261794148901028,-12.654670757142997,-9.271995044766904,-2.5075541328745676,-8.498948547079458
181,33.333333333333336,0.0,0.10049399735711308,0.21304140994158216,-8.692079044405595,-6.860404860396905,-0.498067306707967,-15.375203293401164,-12.753046178617724,-9.401803334371328,-2.024367036747475,-8.486841296691255
182,33.333333333333336,0.0,0.0904446638243998,0.20677946919510762,-8.731894490958977,-6.754012102613202,-0.6253266030271074,-15.268044006685656,-12.65262116698558,-9.26501945429673,-2.5245896363340607,-8.498497128875082
183,33.333333333333336,0.0,0.10102583380797374,0.20628860784694328,-8.846653840689418,-6.810416420741039,-0.530703226569142,-15.569808513172742,-13.086898492281547,-9.17643458831412,-2.341582131553613,-8.486916190941319
184,33.333333333333336,0.0,0.09324208289791946,0.21372461320484357,-8.786584902054564,-6.772615960786601,-0.5931205386962993,-15.362518098085825,-12.7614162995504,-9.268882107123297,-2.4003934446566575,-8.49390799172863
185,33.333333333333336,0.0,0.09860436337660661,0.202725939756433,-8.904021399683014,-6.747093452292795,-0.5987083452929199,-15.560773323096027,-12.909812359662785,-9.183156491452602,-2.4827937909751947,-8.492452336927194
186,33.333333333333336,0.0,0.09652972611881132,0.20599723884812987,-8.864678373076478,-6.800786370153842,-0.5407572434338382,-15.573653091346038,-12.966473114709602,-9.239736865900639,-2.2661533399373206,-8.487116463417102
187,33.333333333333336,0.0,0.09150555683099985,0.21148458135479725,-8.717253010405605,-6.788890843910695,-0.5908184879004195,-15.486240433740425,-12.564464392072642,-9.334452332469422,-2.3682439187231803,-8.495624364383879
188,33.333333333333336,0.0,0.10152926848671995,0.2205748451044918,-8.86657657902385,-6.82039741018662,-0.5146429771193356,-15.650671492757715,-13.027177271227162,-9.244276077229552,-2.1878146142311135,-8.484612490438616
189,8.333333333333334,20.37037037037037,0.0847248322114752,0.17501812896154162,nan,-3.7887598884684746,2.901068993110268,nan,nan,-2.9365940285858665,5.809178866215883,3.622735642515445
190,11.11111111111111,20.37037037037037,0.08311494185203303,0.23655588833412886,-5.3233651193982485,-3.773267352122468,2.6183809304352197,-9.759494553773356,-8.035397508925662,-2.3258418505569116,5.0229860950445,2.8662253288010207
191,11.11111111111111,20.37037037037037,0.08725836242632486,0.17773927237082726,nan,-3.52733421035556,2.8068386535693586,nan,nan,-2.400310009668145,5.464670294441646,2.843010193071715
192,13.88888888888889,20.37037037037037,0.08801011028333307,0.26606204559009455,-6.155790345650317,-3.397206249988193,2.5130017374310456,-10.206931832700446,-8.234079769229512,-2.1849735470415586,4.780752490391793,2.1189042313207858
193,13.88888888888889,20.37037037037037,0.08646171449959518,0.19380854986301213,nan,-3.6189134131175575,2.8050897859678052,nan,nan,-2.584884409074045,5.431309114403904,2.091228479621425
194,16.666666666666668,20.37037037037037,0.11447110168716651,0.3659567715746292,-5.847096606486632,-4.014917561382845,2.4482494161385397,-10.67211553532222,-8.784661257823108,-3.0047287133425784,4.6296530165903516,1.3892982858497096
195,16.666666666666668,20.37037037037037,0.10088571604144655,0.3333337403286142,nan,-3.5594488926409205,2.735006123038437,nan,nan,-2.461933665545124,5.1127549454903924,1.3254106399726342
196,19.444444444444443,20.37037037037037,0.11702046292669849,0.38672505281472036,-6.377494062806128,-3.8974849072912625,2.358377754129847,-11.954865100419662,-8.573327038859132,-3.0369800848977517,4.403379992432867,0.662368107868913
197,22.22222222222222,20.37037037037037,0.1160712197775989,0.3643246088839837,-6.1270323830059965,-4.539449519767271,2.3089338304089737,-11.687544722960542,-9.131440538785915,-3.98551275807711,4.287236875906533,-0.06415143432546724
198,22.22222222222222,20.37037037037037,0.10541501378811048,0.32382580598207833,-6.734571096871672,-3.652757318633432,2.609192942115635,nan,-7.640257283657,-2.75364019741614,4.587483165305009,-0.1702376167046299
199,25.0,20.37037037037037,0.1215125365452487,0.35235660302891525,-6.119180898449443,-4.813777027964838,2.2651236000888852,-11.401298542285367,-9.810703748940522,-4.554477797826751,4.199130048477742,-0.79298952032384
